Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
.,io.spring.initializr.generator.spring.code.kotlin,KotlinJpaGradleBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (customizeWhenJpaFacetPresentShouldAddKotlinJpaPlugin) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleBuild.plugins; io.spring.initializr.generator.buildsystem.gradle.GradlePluginContainer.values
.,io.spring.initializr.generator.spring.code.kotlin,KotlinJpaGradleBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (customizeWhenJpaFacetAbsentShouldNotAddKotlinJpaPlugin) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleBuild.plugins; io.spring.initializr.generator.buildsystem.gradle.GradlePluginContainer.values
.,io.spring.initializr.generator.spring.code.kotlin,KotlinJpaGradleBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (customizeWhenJpaFacetAbsentShouldNotAddKotlinJpaPlugin) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleBuild.plugins; io.spring.initializr.generator.buildsystem.gradle.GradlePluginContainer.values
.,io.spring.initializr.generator.spring.code.kotlin,KotlinJpaGradleBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (customizeWhenJpaFacetPresentShouldCustomizeAllOpen) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleBuild.extensions; io.spring.initializr.generator.buildsystem.gradle.GradleExtensionContainer.values
.,io.spring.initializr.generator.spring.code.kotlin,KotlinJpaGradleBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (customizeWhenJpaFacetAbsentShouldNotCustomizeAllOpen) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleBuild.extensions; io.spring.initializr.generator.buildsystem.gradle.GradleExtensionContainer.values
.,io.spring.initializr.generator.spring.code.kotlin,KotlinJpaGradleBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (customizeWhenJpaFacetAbsentShouldNotCustomizeAllOpen) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleBuild.extensions; io.spring.initializr.generator.buildsystem.gradle.GradleExtensionContainer.values
.,io.spring.initializr.generator.spring.code.kotlin,KotlinJpaGradleBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (getCustomizedBuild) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.build; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.withDefaults
.,io.spring.initializr.generator.spring.code.kotlin,KotlinProjectGenerationConfigurationTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.test.project.ProjectAssetTester; io.spring.initializr.generator.project.MutableProjectDescription
.,io.spring.initializr.generator.spring.code.kotlin,KotlinProjectGenerationConfigurationTests,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
.,io.spring.initializr.generator.spring.code.kotlin,KotlinProjectGenerationConfigurationTests,Law of Demeter violation,The tool detected the smell in this method (setup) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.project.AbstractProjectGenerationTester.withDirectory; io.spring.initializr.generator.test.project.AbstractProjectGenerationTester.withDescriptionCustomizer; io.spring.initializr.generator.test.project.AbstractProjectGenerationTester.withIndentingWriterFactory
.,io.spring.initializr.generator.spring.code.kotlin,KotlinProjectGenerationConfigurationTests,Law of Demeter violation,The tool detected the smell in this method (setup) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.test.InitializrMetadataTestBuilder.build; io.spring.initializr.generator.test.InitializrMetadataTestBuilder.withDefaults
.,io.spring.initializr.generator.spring.code.kotlin,KotlinMavenBuildCustomizerTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.maven.MavenBuild
.,io.spring.initializr.generator.spring.code.kotlin,KotlinMavenBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (kotlinVersionPropertyIsConfigured) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.PropertyContainer.versions; io.spring.initializr.generator.buildsystem.Build.properties
.,io.spring.initializr.generator.spring.code.kotlin,KotlinMavenBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (buildSourceDirectoriesAreConfigured) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuildSettings.getSourceDirectory; io.spring.initializr.generator.buildsystem.maven.MavenBuild.getSettings
.,io.spring.initializr.generator.spring.code.kotlin,KotlinMavenBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (buildSourceDirectoriesAreConfigured) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenBuildSettings.getTestSourceDirectory; io.spring.initializr.generator.buildsystem.maven.MavenBuild.getSettings
.,io.spring.initializr.generator.spring.code.kotlin,KotlinMavenBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (kotlinMavenPluginIsConfigured) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.values; io.spring.initializr.generator.buildsystem.maven.MavenBuild.plugins
.,io.spring.initializr.generator.spring.code.kotlin,KotlinMavenBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (kotlinMavenPluginWithSeveralArgs) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.maven.MavenPluginContainer.values; io.spring.initializr.generator.buildsystem.maven.MavenBuild.plugins
.,io.spring.initializr.generator.spring.code.kotlin,KotlinMavenBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (kotlinMavenKotlinStdlibIsConfiguredWithKotlinOneEight) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.Build.dependencies; io.spring.initializr.generator.buildsystem.BuildItemContainer.ids
.,io.spring.initializr.generator.spring.code.kotlin,KotlinMavenBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (kotlinMavenKotlinStdlibJdk8IsConfiguredWithKotlinOneSeven) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.Build.dependencies; io.spring.initializr.generator.buildsystem.BuildItemContainer.ids
.,io.spring.initializr.generator.spring.code.kotlin,KotlinGradleBuildCustomizerTests,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: io.spring.initializr.generator.buildsystem.gradle.GradleBuild
.,io.spring.initializr.generator.spring.code.kotlin,KotlinGradleBuildCustomizerTests,Law of Demeter violation,The tool detected the smell in this method (kotlinPluginsAreConfigured) because the method voilates the law of Demeter. The long chain of method invocations is : io.spring.initializr.generator.buildsystem.gradle.GradleBuild.plugins; io.spring.initializr.generator.buildsystem.gradle.GradlePluginContainer.values
