Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
.,io.spring.initializr.generator.packaging.jar,JarPackagingFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.generator.packaging.war,WarPackaging,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ID
.,io.spring.initializr.generator.packaging.war,WarPackagingFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.stub,SampleApp,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.stub,SampleApp,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.stub,ClientApplicationTests.Config,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.stub,ClientApplicationTests.Config,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.doc.generator.project,CustomProjectRequest,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.doc.generator.project,CustomProjectGenerationConfigurationExample,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.doc.generator.project,CustomProjectGenerationConfigurationExample.CustomProjectRequestToDescriptionConverter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
.,io.spring.initializr.doc.generator.project,CustomProjectGenerationConfigurationExample.CustomProjectRequestToDescriptionConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,io.spring.initializr.doc.generator.project,ProjectCustomizationExamples,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
